Time,Ipv,Vpv,Vdc,ia,ib,ic,va,vb,vc,Iabc,If,Vabc,Vf,label
2.81780014539379e-05,1.57232666015625,101.348876953125,144.140625,-0.1351328125,0.4901123046875,-0.3549853515625,41.7445373535156,-149.872894287109,109.064585368007,1.0,50.0,1.0,50.0,F0L
0.0100272777364481,1.53921508789062,101.251220703125,143.26171875,0.0864248046875,-0.4901123046875,0.349970703125,-42.3110961914062,149.029083251953,-108.377482096354,1.0,50.0,1.0,50.0,F0L
0.0200263774714422,1.63760375976562,101.031494140625,143.5546875,-0.1552744140625,0.469970703125,-0.30798828125,41.5155029296875,-149.933166503906,109.104766845703,1.0,50.0,1.0,50.0,F0L
0.0300251839605039,1.57705688476562,101.287841796875,142.96875,0.10656640625,-0.45654296875,0.33654296875,-42.1061706542969,150.222473144531,-109.24942016616,0.461228207942905,49.9215093813537,151.655755974142,50.0782637844043,F0L
0.040024283695498,1.61300659179688,101.0498046875,143.84765625,-0.1552744140625,0.45654296875,-0.3147021484375,41.370849609375,-150.162200927734,109.245402018149,0.311221061483549,49.5943457210856,154.027079834618,50.1930780071171,F0L
0.0500233834304922,1.53353881835938,101.1474609375,142.96875,0.1132802734375,-0.45654296875,0.33654296875,-42.0217895507812,149.836730957031,-108.867696126302,0.246305511226804,49.1335887856375,153.879587446612,49.9751854402888,F0L
0.0600221899195539,1.48150634765625,101.13525390625,143.5546875,-0.16198828125,0.4364013671875,-0.3281298828125,42.0458984375,-150.005493164062,109.052530924479,0.433002653619567,48.9736970849933,154.594808349014,49.9071639828842,F0L
0.070021289654548,1.51461791992188,100.836181640625,143.5546875,0.10656640625,-0.45654296875,0.323115234375,-41.3467407226562,149.246063232422,-108.610534668087,0.417825970937327,49.2531974425572,154.508953291467,50.148275335308,F0L
0.0800203893895421,1.49758911132812,101.0986328125,143.5546875,-0.1552744140625,0.4296875,-0.3415576171875,41.7927551269531,-149.716186523438,109.016367594401,0.445855186869469,49.3283170694649,154.592103992805,50.0920645372424,F0L
0.0900191958786039,1.5023193359375,101.08642578125,143.26171875,0.10656640625,-0.469970703125,0.3096875,-41.0092163085938,149.077301025391,-108.831532796224,0.460656417375337,49.1446821016774,154.69250531702,49.9136562576109,F0L
0.100018295613598,1.58746337890625,101.33056640625,142.96875,-0.1351328125,0.4296875,-0.321416015625,41.0333251953125,-149.631805419922,109.205220540539,0.457448439201341,49.290101596718,154.601224183592,50.0760523531926,F0L
0.110017395348592,1.60260009765625,101.18408203125,143.26171875,0.093138671875,-0.469970703125,0.3096875,-42.1061706542969,148.727722167969,-109.615071614506,0.459031164124221,49.5027042855545,154.607641018047,50.0634644354008,F0L
0.120016201837657,1.48150634765625,101.373291015625,141.796875,-0.1351328125,0.443115234375,-0.3281298828125,42.3110961914062,-149.294281005859,109.81196085612,0.457092419111689,49.3454970966168,154.668881858555,49.9040441392043,F0L
0.130015301572648,1.4493408203125,101.470947265625,142.96875,0.0998525390625,-0.4766845703125,0.3096875,-41.9253540039062,148.209381103516,-109.398091634115,0.459489348658437,49.3620733480449,154.726550184057,50.0377183133368,F0L
0.140014401307642,1.57138061523438,101.470947265625,142.67578125,-0.1284189453125,0.4364013671875,-0.321416015625,39.7193908691406,-149.402770996094,109.695434570503,0.460998247287381,49.6750131753175,154.77655052644,50.0481014430992,F0L
0.150013207796707,1.59976196289062,101.23291015625,143.5546875,0.119994140625,-0.443115234375,0.3298291015625,-41.7807006835938,150.403289794922,-110.000813802048,0.459146732074932,49.7049787029504,154.779279111062,49.9414186152617,F0L
0.160012307531701,1.58367919921875,101.96533203125,142.96875,-0.1284189453125,0.4364013671875,-0.3281298828125,41.0935974121094,-149.450988769531,109.261474609375,0.458284002331433,49.66674863797,154.800163096615,49.9728328915348,F0L
0.170011407266692,1.4871826171875,101.611328125,142.3828125,0.0797109375,-0.4766845703125,0.28283203125,-41.0092163085938,149.547424316406,-108.895823160807,0.457354225934845,49.9195747666939,154.807336373057,50.020266564342,F0L
0.180010213755757,1.59786987304688,101.46484375,142.67578125,-0.1351328125,0.4498291015625,-0.321416015625,40.985107421875,-148.824157714844,109.635162353718,0.459039368312964,49.9564944018613,154.856353887767,49.9890231973113,F0L
0.190009313490751,1.65463256835938,101.2939453125,142.96875,0.10656640625,-0.469970703125,0.323115234375,-41.4190673828125,150.355072021484,-109.872233072917,0.461179502458478,49.9080902730918,154.928004805244,49.9900355493007,F0L
0.200008413225746,1.475830078125,101.01318359375,142.96875,-0.1351328125,0.443115234375,-0.321416015625,41.9615173339844,-154.164276123047,109.490509033203,0.462129204250061,50.1163374857733,154.932309630514,50.0179064981912,F0L
0.210007219714807,1.67733764648438,101.0986328125,142.96875,0.1132802734375,-0.4632568359375,0.3029736328125,-41.3949584960938,149.535369873047,-110.458882649915,0.457772180544797,50.141437629912,154.964228292161,50.0027053412459,F0L
0.220006319449801,1.48529052734375,101.458740234375,142.96875,-0.121705078125,0.4498291015625,-0.3415576171875,40.9489440917969,-149.631805419922,110.061086018797,0.457149110210577,50.0730722861386,155.112633191134,49.9792289229907,F0L
0.230005419184796,1.581787109375,101.226806640625,142.96875,0.10656640625,-0.4632568359375,0.3096875,-41.3105773925781,149.47509765625,-110.342356363932,0.462400661579593,49.8813922027243,155.208662012747,49.9911499190817,F0L
0.240004225673857,1.4417724609375,101.617431640625,142.67578125,-0.121705078125,0.4632568359375,-0.348271484375,40.9248352050781,-148.908538818359,110.217793782552,0.464560419410564,49.7397737803153,155.185324516911,50.0040156028694,F0L
0.250003325408851,1.52407836914062,101.385498046875,142.67578125,0.1132802734375,-0.4632568359375,0.3096875,-41.2141418457031,149.523315429688,-109.594980875821,0.465269150214673,49.953735749292,155.158899417437,49.9930432355912,F0L
0.260002425143846,1.6082763671875,101.129150390625,142.96875,-0.1284189453125,0.45654296875,-0.33484375,40.8163452148438,-149.692077636719,110.466918945312,0.464613802866862,50.2230877041402,155.161900448714,49.9977636457067,F0L
0.270001231632907,1.445556640625,101.544189453125,142.96875,0.119994140625,-0.45654296875,0.3164013671875,-40.9971618652344,149.631805419922,-110.434773763021,0.464613180943003,50.1824592301217,155.165899004656,50.0066528838536,F0L
